team,number,position,birth_date,shirt_name,club,height,weight,league,to,age,caps,BMI
ARGENTINA,1,GK,1986-02-10,GUZMÁN,Tigres UANL,192,90,MEX,Moscow,32,6,24.4140625
ARGENTINA,10,FW,1987-06-24,MESSI,FC Barcelona,170,72,ESP,Moscow,31,124,24.91349481
ARGENTINA,11,MF,1988-02-14,DI MARÍA,Paris Saint-Germain FC,178,75,FRA,Moscow,30,94,23.67125363
ARGENTINA,12,GK,1986-10-16,ARMANI,CA River Plate,189,85,ARG,Moscow,32,0,23.79552644
ARGENTINA,13,MF,1992-12-15,MEZA,CA Independiente,180,76,ARG,Moscow,25,2,23.45679012
ARGENTINA,14,DF,1984-06-08,MASCHERANO,Hebei China Fortune FC,174,73,CHN,Moscow,34,143,24.11150746
ARGENTINA,15,MF,1993-02-15,LANZINI,West Ham United FC,167,66,ENG,Moscow,25,23,23.66524436
ARGENTINA,16,DF,1990-03-20,ROJO,Manchester United FC,189,82,ENG,Moscow,28,56,22.95568433
ARGENTINA,17,DF,1988-02-12,OTAMENDI,Manchester City FC,181,81,ENG,Moscow,30,54,24.72452001
ARGENTINA,18,DF,1990-07-13,SALVIO,SL Benfica,167,69,POR,Moscow,28,9,24.74093729
ARGENTINA,19,FW,1988-06-02,AGÜERO,Manchester City FC,172,74,ENG,Moscow,30,85,25.01352082
ARGENTINA,2,DF,1987-03-18,MERCADO,Sevilla FC,181,81,ESP,Moscow,31,20,24.72452001
ARGENTINA,20,MF,1996-04-09,LO CELSO,Paris Saint-Germain FC,177,75,FRA,Moscow,22,5,23.93948099
ARGENTINA,21,FW,1993-11-15,DYBALA,Juventus FC,177,73,ITA,Moscow,25,12,23.30109483
ARGENTINA,22,MF,1996-01-21,PAVÓN,CA Boca Juniors,169,65,ARG,Moscow,22,5,22.75830678
ARGENTINA,23,GK,1981-09-28,CABALLERO,Chelsea FC,186,80,ENG,Moscow,37,3,23.12406059
ARGENTINA,3,DF,1992-08-31,TAGLIAFICO,AFC Ajax,169,65,NED,Moscow,26,4,22.75830678
ARGENTINA,4,DF,1986-09-20,ANSALDI,Torino FC,181,73,ITA,Moscow,32,5,22.28259211
ARGENTINA,5,MF,1986-01-30,BIGLIA,AC Milan,175,73,ITA,Moscow,32,57,23.83673469
ARGENTINA,6,DF,1987-03-17,FAZIO,AS Roma,199,85,ITA,Moscow,31,9,21.46410444
ARGENTINA,7,MF,1988-06-29,BANEGA,Sevilla FC,175,73,ESP,Moscow,30,62,23.83673469
ARGENTINA,8,DF,1991-10-28,ACUÑA,Sporting CP,172,77,POR,Moscow,27,10,26.02758248
ARGENTINA,9,FW,1987-12-10,HIGUAÍN,Juventus FC,184,75,ITA,Moscow,31,71,22.1526465
AUSTRALIA,1,GK,1992-04-08,RYAN,Brighton & Hove Albion FC,184,82,ENG,Moscow,26,44,24.22022684
AUSTRALIA,10,FW,1988-10-05,KRUSE,VfL Bochum,180,66,GER,Moscow,30,64,20.37037037
AUSTRALIA,11,FW,1992-12-17,NABBOUT,Urawa Reds,178,85,JPN,Moscow,25,4,26.82742078
AUSTRALIA,12,GK,1982-03-19,JONES,Feyenoord Rotterdam,193,87,NED,Moscow,36,6,23.35633171
AUSTRALIA,13,MF,1990-09-15,MOOY,Huddersfield Town FC,173,72,ENG,Moscow,28,34,24.05693475
AUSTRALIA,14,FW,1993-07-29,MACLAREN,Hibernian FC,178,72,SCO,Moscow,25,6,22.72440348
AUSTRALIA,15,MF,1984-08-03,JEDINAK,Aston Villa FC,188,78,ENG,Moscow,34,76,22.06880942
AUSTRALIA,16,DF,1990-12-16,BEHICH,Bursaspor,170,63,TUR,Moscow,27,23,21.79930796
AUSTRALIA,17,FW,1999-01-04,ARZANI,Melbourne City FC,171,73,AUS,Moscow,19,2,24.96494648
AUSTRALIA,18,GK,1985-03-27,VUKOVIC,KRC Genk,187,94,BEL,Moscow,33,1,26.8809517
AUSTRALIA,19,DF,1992-07-27,RISDON,WS Wanderers FC,169,70,AUS,Moscow,26,8,24.50894577
AUSTRALIA,2,DF,1994-04-28,DEGENEK,Yokohama F-Marinos,187,85,JPN,Moscow,24,18,24.30724356
AUSTRALIA,20,DF,1992-01-05,SAINSBURY,Grasshopper Club,183,76,SUI,Moscow,26,35,22.69401893
AUSTRALIA,21,FW,1992-11-10,PETRATOS,Newcastle United Jets FC,176,72,AUS,Moscow,26,2,23.24380165
AUSTRALIA,22,MF,1993-03-07,IRVINE,Hull City FC,180,77,ENG,Moscow,25,19,23.7654321
AUSTRALIA,23,MF,1992-12-16,ROGIC,Celtic FC,189,88,SCO,Moscow,25,37,24.63536855
AUSTRALIA,3,DF,1988-04-05,MEREDITH,Millwall FC,179,71,ENG,Moscow,30,2,22.15910864
AUSTRALIA,4,FW,1979-12-06,CAHILL,Millwall FC,180,76,ENG,Moscow,39,106,23.45679012
AUSTRALIA,5,DF,1985-08-04,MILLIGAN,Al Ahli SC,178,78,KSA,Moscow,33,71,24.61810377
AUSTRALIA,6,DF,1989-12-08,JURMAN,Suwon Samsung Bluewings FC,190,83,KOR,Moscow,29,4,22.99168975
AUSTRALIA,7,FW,1991-02-04,LECKIE,Hertha BSC,181,84,GER,Moscow,27,53,25.64024297
AUSTRALIA,8,MF,1992-09-25,LUONGO,Queens Park Rangers FC,176,76,ENG,Moscow,26,36,24.53512397
AUSTRALIA,9,FW,1991-07-22,JURIC,FC Luzern,190,80,SUI,Moscow,27,35,22.16066482
BELGIUM,1,GK,1992-05-11,COURTOIS,Chelsea FC,199,91,ENG,Moscow,26,58,22.9792177
BELGIUM,10,FW,1991-01-07,E. HAZARD,Chelsea FC,173,74,ENG,Moscow,27,86,24.72518293
BELGIUM,11,MF,1993-09-04,CARRASCO,Dalian Yifang FC,180,67,CHN,Moscow,25,26,20.67901235
BELGIUM,12,GK,1988-03-06,MIGNOLET,Liverpool FC,193,87,ENG,Moscow,30,21,23.35633171
BELGIUM,13,GK,1992-06-25,CASTEELS,VfL Wolfsburg,197,86,GER,Moscow,26,0,22.15980829
BELGIUM,14,FW,1987-05-06,MERTENS,SSC Napoli,169,61,ITA,Moscow,31,69,21.3577956
BELGIUM,15,DF,1991-09-12,MEUNIER,Paris Saint-Germain FC,190,88,FRA,Moscow,27,25,24.3767313
BELGIUM,16,MF,1993-03-29,T. HAZARD,VfL Borussia Mönchengladbach,174,70,GER,Moscow,25,11,23.1206236
BELGIUM,17,MF,1997-05-07,TIELEMANS,AS Monaco,176,72,FRA,Moscow,21,9,23.24380165
BELGIUM,18,FW,1995-02-05,JANUZAJ,Real Sociedad,180,75,ESP,Moscow,23,8,23.14814815
BELGIUM,19,MF,1987-07-16,DEMBELE,Tottenham Hotspur FC,185,82,ENG,Moscow,31,76,23.95909423
BELGIUM,2,DF,1989-03-02,ALDERWEIRELD,Tottenham Hotspur FC,186,81,ENG,Moscow,29,77,23.41311134
BELGIUM,20,DF,1990-11-28,BOYATA,Celtic FC,188,84,SCO,Moscow,28,7,23.76641014
BELGIUM,21,FW,1993-10-02,BATSHUAYI,Borussia Dortmund,185,78,GER,Moscow,25,16,22.79035793
BELGIUM,22,MF,1989-08-02,CHADLI,West Bromwich Albion FC,187,85,ENG,Moscow,29,45,24.30724356
BELGIUM,23,DF,1995-04-15,DENDONCKER,RSC Anderlecht,188,76,BEL,Moscow,23,5,21.50294251
BELGIUM,3,DF,1985-11-14,VERMAELEN,FC Barcelona,183,80,ESP,Moscow,33,66,23.88844098
BELGIUM,4,DF,1986-04-10,KOMPANY,Manchester City FC,190,85,ENG,Moscow,32,77,23.54570637
BELGIUM,5,DF,1987-04-24,VERTONGHEN,Tottenham Hotspur FC,189,86,ENG,Moscow,31,102,24.07547381
BELGIUM,6,MF,1989-01-12,WITSEL,Tianjin Quanjian FC,186,73,CHN,Moscow,29,90,21.10070528
BELGIUM,7,MF,1991-06-28,DE BRUYNE,Manchester City FC,181,70,ENG,Moscow,27,62,21.36686914
BELGIUM,8,MF,1987-11-22,FELLAINI,Manchester United FC,194,85,ENG,Moscow,31,82,22.58475927
BELGIUM,9,FW,1993-05-13,R. LUKAKU,Manchester United FC,190,94,ENG,Moscow,25,69,26.03878116
BRAZIL,1,GK,1992-10-02,A. BECKER,AS Roma,193,91,ITA,Moscow,26,26,24.43018605
BRAZIL,10,FW,1992-02-05,NEYMAR JR,Paris Saint-Germain FC,175,68,FRA,Moscow,26,85,22.20408163
BRAZIL,11,MF,1992-06-12,P. COUTINHO,FC Barcelona,172,68,ESP,Moscow,26,37,22.98539751
BRAZIL,12,DF,1988-05-12,MARCELO,Real Madrid CF,174,80,ESP,Moscow,30,54,26.42356982
BRAZIL,13,DF,1994-05-14,MARQUINHOS,Paris Saint-Germain FC,183,75,FRA,Moscow,24,26,22.39541342
BRAZIL,14,DF,1991-07-15,DANILO,Manchester City FC,184,78,ENG,Moscow,27,18,23.03875236
BRAZIL,15,MF,1988-07-25,PAULINHO,FC Barcelona,181,81,ESP,Moscow,30,50,24.72452001
BRAZIL,16,GK,1987-06-06,CASSIO,SC Corinthians,195,92,BRA,Moscow,31,1,24.19460881
BRAZIL,17,MF,1985-05-04,FERNANDINHO,Manchester City FC,179,67,ENG,Moscow,33,44,20.91070816
BRAZIL,18,MF,1993-03-05,FRED,FC Shakhtar Donetsk,169,64,UKR,Moscow,25,8,22.40817899
BRAZIL,19,MF,1988-08-09,WILLIAN,Chelsea FC,175,77,ENG,Moscow,30,57,25.14285714
BRAZIL,2,DF,1984-09-22,T. SILVA,Paris Saint-Germain FC,183,79,FRA,Moscow,34,71,23.58983547
BRAZIL,20,FW,1991-10-02,FIRMINO,Liverpool FC,181,76,ENG,Moscow,27,21,23.19831507
BRAZIL,21,FW,1988-01-13,TAISON,FC Shakhtar Donetsk,172,64,UKR,Moscow,30,8,21.63331531
BRAZIL,22,DF,1989-06-11,FAGNER,SC Corinthians,168,67,BRA,Moscow,29,4,23.73866213
BRAZIL,23,GK,1993-08-17,EDERSON,Manchester City FC,188,86,ENG,Moscow,25,1,24.33227705
BRAZIL,3,DF,1984-09-07,MIRANDA,FC Internazionale,186,78,ITA,Moscow,34,47,22.54595907
BRAZIL,4,DF,1985-09-21,GEROMEL,Grêmio FBPA,190,84,BRA,Moscow,33,2,23.26869806
BRAZIL,5,MF,1992-02-23,CASEMIRO,Real Madrid CF,185,84,ESP,Moscow,26,24,24.54346238
BRAZIL,6,DF,1985-08-09,FILIPE LUIS,Atletico Madrid,182,73,ESP,Moscow,33,33,22.03840116
BRAZIL,7,FW,1990-09-14,D. COSTA,Juventus FC,182,70,ITA,Moscow,28,25,21.13271344
BRAZIL,8,MF,1988-02-08,R. AUGUSTO,Beijing Guoan,186,86,CHN,Moscow,30,28,24.85836513
BRAZIL,9,FW,1997-04-03,G. JESUS,Manchester City FC,175,73,ENG,Moscow,21,17,23.83673469
COLOMBIA,1,GK,1988-08-31,OSPINA,Arsenal FC,183,80,ENG,Moscow,30,86,23.88844098
COLOMBIA,10,MF,1991-07-12,JAMES,FC Bayern München,180,75,GER,Moscow,27,63,23.14814815
COLOMBIA,11,MF,1988-05-26,CUADRADO,Juventus FC,179,72,ITA,Moscow,30,70,22.47120876
COLOMBIA,12,GK,1989-03-09,C. VARGAS,AC Deportivo Cali,185,80,COL,Moscow,29,5,23.37472608
COLOMBIA,13,DF,1994-09-23,Y. MINA,FC Barcelona,194,95,ESP,Moscow,24,12,25.24178978
COLOMBIA,14,FW,1991-04-16,L. MURIEL,Sevilla FC,178,79,ESP,Moscow,27,18,24.93372049
COLOMBIA,15,MF,1991-03-21,M. URIBE,Club América,182,71,MEX,Moscow,27,8,21.43460935
COLOMBIA,16,MF,1994-10-25,J. LERMA,Levante UD,179,70,ESP,Moscow,24,5,21.84700852
COLOMBIA,17,DF,1992-08-21,J. MOJICA,Girona FC,185,66,ESP,Moscow,26,4,19.28414901
COLOMBIA,18,DF,1991-02-22,FABRA,CA Boca Juniors,172,72,ARG,Moscow,27,13,24.33747972
COLOMBIA,19,FW,1993-01-26,M. BORJA,SE Palmeiras,183,74,BRA,Moscow,25,7,22.09680791
COLOMBIA,2,DF,1986-09-30,C. ZAPATA,AC Milan,187,82,ITA,Moscow,32,55,23.44934084
COLOMBIA,20,MF,1993-01-18,J. QUINTERO,CA River Plate,169,64,ARG,Moscow,25,15,22.40817899
COLOMBIA,21,FW,1992-07-07,IZQUIERDO,Brighton & Hove Albion FC,171,73,ENG,Moscow,26,5,24.96494648
COLOMBIA,22,GK,1985-06-01,J.F. CUADRADO,CD Once Caldas,180,80,COL,Moscow,33,1,24.69135802
COLOMBIA,23,DF,1996-06-12,D. SANCHEZ,Tottenham Hotspur FC,187,81,ENG,Moscow,22,9,23.16337327
COLOMBIA,3,DF,1988-04-18,O. MURILLO,CF Pachuca,184,80,MEX,Moscow,30,13,23.6294896
COLOMBIA,4,DF,1992-01-13,ARIAS,PSV Eindhoven,177,71,NED,Moscow,26,41,22.66270867
COLOMBIA,5,MF,1993-10-16,BARRIOS,CA Boca Juniors,178,74,ARG,Moscow,25,10,23.35563691
COLOMBIA,6,MF,1986-02-06,C. SANCHEZ,RCD Espanyol,182,82,ESP,Moscow,32,85,24.75546432
COLOMBIA,7,FW,1986-09-08,BACCA,Villarreal CF,181,77,ESP,Moscow,32,45,23.50355606
COLOMBIA,8,MF,1985-01-06,AGUILAR T.,AC Deportivo Cali,185,82,COL,Moscow,33,70,23.95909423
COLOMBIA,9,FW,1986-02-10,FALCAO,AS Monaco,177,72,FRA,Moscow,32,73,22.98190175
COSTA RICA,1,GK,1986-12-15,K. NAVAS,Real Madrid CF,185,80,ESP,Moscow,31,81,23.37472608
COSTA RICA,10,MF,1985-08-18,BRYAN,Sporting CP,187,73,POR,Moscow,33,110,20.8756327
COSTA RICA,11,FW,1988-11-27,J. VENEGAS,Deportivo Saprissa,183,76,CRC,Moscow,30,47,22.69401893
COSTA RICA,12,FW,1992-06-26,J. CAMPBELL,Real Betis,178,71,ESP,Moscow,26,77,22.40878677
COSTA RICA,13,MF,1988-06-17,R. WALLACE,New York City FC,180,70,USA,Moscow,30,30,21.60493827
COSTA RICA,14,MF,1984-12-30,R. AZOFEIFA,CS Herediano,182,83,CRC,Moscow,33,58,25.05736022
COSTA RICA,15,DF,1992-07-08,F. CALVO,Minnesota United FC,180,78,USA,Moscow,26,38,24.07407407
COSTA RICA,16,DF,1989-10-24,C. GAMBOA,Celtic FC,175,67,SCO,Moscow,29,68,21.87755102
COSTA RICA,17,MF,1992-03-17,Y. TEJEDA,FC Lausanne-Sport,179,67,SUI,Moscow,26,51,20.91070816
COSTA RICA,18,GK,1982-04-24,P. PEMBERTON,LD Alajuelense,178,72,CRC,Moscow,36,39,22.72440348
COSTA RICA,19,DF,1988-01-01,K. WASTON,Vancouver Whitecaps FC,196,87,CAN,Moscow,30,26,22.64681383
COSTA RICA,2,DF,1983-07-21,J. ACOSTA,Rionegro Águilas,176,75,COL,Moscow,35,69,24.21229339
COSTA RICA,20,MF,1990-02-18,D. GUZMAN,Portland Timbers,176,78,USA,Moscow,28,43,25.18078512
COSTA RICA,21,FW,1990-03-05,M. UREÑA,Los Angeles FC,181,70,USA,Moscow,28,64,21.36686914
COSTA RICA,22,DF,1994-07-09,R. MATARRITA,New York City FC,175,70,USA,Moscow,24,9,22.85714286
COSTA RICA,23,GK,1990-04-02,L. MOREIRA,CS Herediano,179,70,CRC,Moscow,28,9,21.84700852
COSTA RICA,3,DF,1988-02-08,G. GONZALEZ,Bologna FC,186,78,ITA,Moscow,30,70,22.54595907
COSTA RICA,4,DF,1998-03-06,I. SMITH,IFK Norrkoping FK,177,68,SWE,Moscow,20,4,21.70512943
COSTA RICA,5,MF,1988-05-27,C. BORGES,Deportivo La Coruña,187,79,ESP,Moscow,30,113,22.59143813
COSTA RICA,6,DF,1989-06-03,O. DUARTE,RCD Espanyol,186,81,ESP,Moscow,29,39,23.41311134
COSTA RICA,7,MF,1984-05-17,C. BOLAÑOS,Deportivo Saprissa,178,67,CRC,Moscow,34,81,21.14631991
COSTA RICA,8,DF,1990-02-18,B. OVIEDO,Sunderland AFC,172,70,ENG,Moscow,28,44,23.66143862
COSTA RICA,9,MF,1985-01-10,D. COLINDRES,Deportivo Saprissa,180,75,CRC,Moscow,33,11,23.14814815
CROATIA,1,GK,1995-01-09,LIVAKOVI?,GNK Dinamo Zagreb,188,82,CRO,Moscow,23,1,23.20054323
CROATIA,10,MF,1985-09-09,MODRI?,Real Madrid CF,172,66,ESP,Moscow,33,106,22.30935641
CROATIA,11,MF,1992-11-16,BROZOVI?,FC Internazionale,181,68,ITA,Moscow,26,35,20.75638717
CROATIA,12,GK,1990-04-03,L. KALINI?,KAA Gent,201,96,BEL,Moscow,28,11,23.76178807
CROATIA,13,DF,1995-11-28,JEDVAJ,Bayer 04 Leverkusen,184,81,GER,Moscow,23,12,23.92485822
CROATIA,14,MF,1992-01-11,BRADARI?,HNK Rijeka,186,78,CRO,Moscow,26,4,22.54595907
CROATIA,15,DF,1996-09-17,?ALETA-CAR,FC Red Bull Salzburg,192,89,AUT,Moscow,22,1,24.14279514
CROATIA,16,FW,1988-01-05,N. KALINI?,AC Milan,187,81,ITA,Moscow,30,42,23.16337327
CROATIA,17,FW,1986-05-21,MANDŽUKI?,Juventus FC,190,85,ITA,Moscow,32,83,23.54570637
CROATIA,18,FW,1993-09-21,REBI?,Eintracht Frankfurt,185,78,GER,Moscow,25,16,22.79035793
CROATIA,19,MF,1989-02-25,BADELJ,ACF Fiorentina,186,76,ITA,Moscow,29,38,21.96785756
CROATIA,2,DF,1992-01-10,VRSALJKO,Atletico Madrid,181,76,ESP,Moscow,26,35,23.19831507
CROATIA,20,FW,1995-05-06,PJACA,FC Schalke 04,186,83,GER,Moscow,23,16,23.99121286
CROATIA,21,DF,1989-04-29,VIDA,Besiktas JK,184,76,TUR,Moscow,29,59,22.44801512
CROATIA,22,DF,1989-01-30,PIVARI?,FC Dynamo Kyiv,176,69,UKR,Moscow,29,19,22.27530992
CROATIA,23,GK,1984-10-27,SUBAŠI?,AS Monaco,191,84,FRA,Moscow,34,38,23.0256846
CROATIA,3,DF,1987-07-17,STRINI?,UC Sampdoria,186,78,ITA,Moscow,31,43,22.54595907
CROATIA,4,FW,1989-02-02,PERIŠI?,FC Internazionale,186,81,ITA,Moscow,29,66,23.41311134
CROATIA,5,DF,1986-02-05,?ORLUKA,FC Lokomotiv Moscow,192,84,RUS,Moscow,32,99,22.78645833
CROATIA,6,DF,1989-07-05,LOVREN,Liverpool FC,188,84,ENG,Moscow,29,39,23.76641014
CROATIA,7,MF,1988-03-10,RAKITI?,FC Barcelona,184,78,ESP,Moscow,30,92,23.03875236
CROATIA,8,MF,1994-05-06,KOVA?I?,Real Madrid CF,178,78,ESP,Moscow,24,41,24.61810377
CROATIA,9,FW,1991-06-19,KRAMARI?,TSG 1899 Hoffenheim,177,73,GER,Moscow,27,31,23.30109483
DENMARK,1,GK,1986-11-05,SCHMEICHEL,Leicester City FC,190,92,ENG,Moscow,32,35,25.48476454
DENMARK,10,MF,1992-02-14,ERIKSEN,Tottenham Hotspur FC,181,76,ENG,Moscow,26,78,23.19831507
DENMARK,11,FW,1991-06-05,BRAITHWAITE,FC Girondins Bordeaux,180,73,FRA,Moscow,27,20,22.5308642
DENMARK,12,FW,1997-10-06,DOLBERG,AFC Ajax,187,85,NED,Moscow,21,6,24.30724356
DENMARK,13,DF,1990-04-23,M. JØRGENSEN,Huddersfield Town FC,191,85,ENG,Moscow,28,12,23.2997999
DENMARK,14,DF,1989-07-27,DALSGAARD,Brentford FC,190,81,ENG,Moscow,29,11,22.43767313
DENMARK,15,FW,1994-06-09,FISCHER,FC Kobenhavn,181,80,DEN,Moscow,24,19,24.41927902
DENMARK,16,GK,1989-02-01,LÖSSL,Huddersfield Town FC,195,90,ENG,Moscow,29,1,23.66863905
DENMARK,17,DF,1991-02-21,STRYGER,Udinese Calcio,182,82,ITA,Moscow,27,13,24.75546432
DENMARK,18,MF,1993-07-12,LERAGER,FC Girondins Bordeaux,186,85,FRA,Moscow,25,4,24.56931437
DENMARK,19,MF,1986-05-27,SCHÖNE,AFC Ajax,178,80,NED,Moscow,32,36,25.2493372
DENMARK,2,MF,1983-06-06,KROHN-DEHLI,Deportivo La Coruña,171,69,ESP,Moscow,35,59,23.59700421
DENMARK,20,FW,1994-06-15,YURARY,RB Leipzig,193,84,GER,Moscow,24,28,22.55094096
DENMARK,21,FW,1993-03-16,CORNELIUS,Atalanta Bergamo,195,91,ITA,Moscow,25,18,23.93162393
DENMARK,22,GK,1992-08-04,RØNNOW,Brondby IF,190,85,DEN,Moscow,26,6,23.54570637
DENMARK,23,FW,1995-02-04,SISTO,Celta Vigo,173,69,ESP,Moscow,23,14,23.05456246
DENMARK,3,DF,1992-08-03,VESTERGAARD,VfL Borussia Mönchengladbach,200,98,GER,Moscow,26,16,24.5
DENMARK,4,DF,1989-03-26,KJÆR,Sevilla FC,191,84,ESP,Moscow,29,78,23.0256846
